uid,city,source,title,description_en,domain,cluster,indicator_direct,fit,proxy_link,spans,spatial_label,temporal_label,year_min,year_max,year_span_elapsed,spatial_evidence,temporal_depth_evidence,cadence_evidence,resource_url,declared_spatial_coverage,declared_temporal_coverage,round_tag,source_row
df_c::23089,Antwerp,GIK / Stad in Cijfers (df_c),Respons op vraag naar fietsfrequentie in vrije tijd bij 56 t.e.m. 65-jarigen,Response to question about cycling frequency in free time at 56 to65 year olds: The number of respondents among working people aged 56 to65-year-olds who have answered the question about cycling frequency when commuting to work/school.The results of three consecutive survey years of the Antwerp monitor are combined in order to have sufficient respondents at postal zone and district level and per gender and age to calculate reliable percentages.,Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2012,2019,7,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=n_respons_ww_fiets_5665j,,,,1022
df_c::23071,Antwerp,GIK / Stad in Cijfers (df_c),Respons op vraag naar fietsfrequentie in vrije tijd bij 66 t.e.m. 75-jarigen,Response to question about cycling frequency in free time at 66 to75 year olds: The number of respondents aged 66 to75-year-olds who have answered the question about cycling frequency in their free time.The results of three consecutive survey years of the Antwerp monitor are combined in order to have sufficient respondents at postal zone and district level and per gender and age to calculate reliable percentages.,Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2012,2019,7,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=n_respons_vt_fiets_6675j,,,,1023
df_c::23092,Antwerp,GIK / Stad in Cijfers (df_c),Respons op vraag naar fietsfrequentie in vrije tijd bij 66 t.e.m. 75-jarigen,Response to question about cycling frequency in free time at 66 to75 year olds: The number of respondents among working people aged 66 to75-year-olds who have answered the question about cycling frequency when commuting to work/school.The results of three consecutive survey years of the Antwerp monitor are combined in order to have sufficient respondents at postal zone and district level and per gender and age to calculate reliable percentages.,Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2012,2019,7,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=n_respons_ww_fiets_6675j,,,,1024
df_c::23038,Antwerp,GIK / Stad in Cijfers (df_c),Respons op vraag naar fietsfrequentie in vrije tijd bij mannen,Response to the question about cycling frequency in leisure time among men: The number of male respondents who answered the question about cycling frequency in leisure time.The results of three consecutive survey years of the Antwerp monitor are combined in order to have sufficient respondents at postal zone and district level and per gender and age to calculate reliable percentages.,Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2012,2019,7,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=n_respons_vt_fiets_m,,,,1025
df_c::23074,Antwerp,GIK / Stad in Cijfers (df_c),Respons op vraag naar fietsfrequentie in vrije tijd bij 75-plussers,Response to the question about cycling frequency in leisure time among people over 75: The number of respondents among people over 75 who answered the question about cycling frequency in leisure time.The results of three consecutive survey years of the Antwerp monitor are combined in order to have sufficient respondents at postal zone and district level and per gender and age to calculate reliable percentages.,Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2012,2019,7,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=n_respons_vt_fiets_75j,,,,1026
df_c::23095,Antwerp,GIK / Stad in Cijfers (df_c),Respons op vraag naar fietsfrequentie in vrije tijd bij 75-plussers,Response to the question about cycling frequency in leisure time among people over 75: The number of respondents among working people over 75 who answered the question about cycling frequency when commuting to work/school.The results of three consecutive survey years of the Antwerp monitor are combined in order to have sufficient respondents at postal zone and district level and per gender and age to calculate reliable percentages.,Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2012,2019,7,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=n_respons_ww_fiets_75j,,,,1027
df_c::23041,Antwerp,GIK / Stad in Cijfers (df_c),Respons op vraag naar fietsfrequentie in vrije tijd bij vrouwen,Response to the question about cycling frequency in leisure time among women: The number of female respondents who answered the question about cycling frequency in leisure time.The results of three consecutive survey years of the Antwerp monitor are combined in order to have sufficient respondents at postal zone and district level and per gender and age to calculate reliable percentages.,Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2012,2019,7,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=n_respons_vt_fiets_v,,,,1028
df_c::23029,Antwerp,GIK / Stad in Cijfers (df_c),Respons op vraag naar fietsfrequentie in vrije tijd,Response to the question about cycling frequency in leisure time: The number of respondents who answered the question about cycling frequency in leisure time.The results of three consecutive survey years of the Antwerp monitor are combined in order to have sufficient respondents at postal zone and district level and per gender and age to calculate reliable percentages.,Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2012,2019,7,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=n_respons_vt_fiets,,,,1029
df_c::19929,Antwerp,GIK / Stad in Cijfers (df_c),Modal split vrije tijd fiets,Modal split leisure time bicycle: Modal split trips in leisure time: bicycle.Three-yearly figures in which the stated year always also includes the results of the two previous years.,Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),10-19 years; multi-year,2013,2024,11,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=m_modalsplit_vt_fiets_p,,,,1030
df_c::19931,Antwerp,GIK / Stad in Cijfers (df_c),Modal split vrije tijd te voet,Modal split leisure time on foot: Modal split travel in leisure time: on foot.Three-yearly figures in which the stated year always also includes the results of the two previous years.,Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),10-19 years; multi-year,2013,2024,11,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=m_modalsplit_vt_voet_p,,,,1031
df_c::19939,Antwerp,GIK / Stad in Cijfers (df_c),Modal split vrije tijd: duurzame verplaatsing,Modal split leisure time: sustainable travel: Modal split leisure time travel: sustainable travel.Three-yearly figures in which the stated year always also includes the results of the two previous years.,Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),10-19 years; multi-year,2013,2024,11,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=m_modalsplit_vt_duurz_p,,,,1032
df_c::19928,Antwerp,GIK / Stad in Cijfers (df_c),Modal split vrije tijd auto,Modal split leisure time car: Modal split travel in leisure time: car.Three-yearly figures in which the stated year always also includes the results of the two previous years.,Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),10-19 years; multi-year,2013,2024,11,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=m_modalsplit_vt_auto_p,,,,1033
df_c::19930,Antwerp,GIK / Stad in Cijfers (df_c),Modal split vrije tijd openbaar vervoer,Modal split leisure time public transport: Modal split trips in leisure time: public transport.Three-yearly figures in which the stated year always also includes the results of the two previous years.,Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),10-19 years; multi-year,2013,2024,11,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=m_modalsplit_vt_ov_p,,,,1034
df_c::4017,Antwerp,GIK / Stad in Cijfers (df_c),Fiets en openbaar vervoer vrije tijd,"Bicycle and public transport in leisure time: Modal distribution of trips in leisure time, bicycle + public transport (regular bicycle & regular public transport & no regular car), in %.",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),5-9 years; multi-year,2011,2017,6,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vervclust_vt_fietsov,,,,1035
df_c::4014,Antwerp,GIK / Stad in Cijfers (df_c),Auto en fiets vrije tijd,"Car and bicycle in leisure time: Modal distribution of trips in leisure time, Car + Bicycle (regular car & regular bicycle & no regular public transport), in %.",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),5-9 years; multi-year,2011,2017,6,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vervclust_vt_autofiets,,,,1036
df_c::4015,Antwerp,GIK / Stad in Cijfers (df_c),Auto en openbaar vervoer vrije tijd,"Car and public transport, leisure time: Modal distribution of trips during leisure time, Car + Public Transport (regular car & regular Public Transport & no regular bicycle), in %.",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),5-9 years; multi-year,2011,2017,6,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vervclust_vt_autoov,,,,1037
df_c::4013,Antwerp,GIK / Stad in Cijfers (df_c),Exclusief auto vrije tijd,"Excluding car, free time: Modal distribution of trips during free time, excluding car (regular car & no regular bicycle & no regular public transport), in %.",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),5-9 years; multi-year,2011,2017,6,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vervclust_vt_exauto,,,,1038
df_c::19785,Antwerp,GIK / Stad in Cijfers (df_c),Mobiliteitscluster vrije tijd exclusief openbaar vervoer,"Leisure mobility cluster excluding public transport: Travel during leisure time, excluding public transport (regular public transport & no regular bicycle & no regular car), in %.",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=amon_vervclust_vt_exov_p,,,,1039
df_c::19786,Antwerp,GIK / Stad in Cijfers (df_c),Mobiliteitscluster vrije tijd exclusief fiets,"Leisure time mobility cluster excluding bicycle: Leisure time travel, excluding bicycle (regular bicycle & no regular public transport & no regular car), in %.",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=amon_vervclust_vt_exfiets_p,,,,1040
df_c::19780,Antwerp,GIK / Stad in Cijfers (df_c),Mobiliteitscluster vrije tijd exclusief auto,"Leisure time mobility cluster excluding car: Leisure time travel, Excluding Car (regular car & no regular bicycle & no regular public transport), in %.",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=amon_vervclust_vt_exauto_p,,,,1041
df_c::4016,Antwerp,GIK / Stad in Cijfers (df_c),"Auto, fiets en openbaar vervoer vrije tijd","Car, bicycle and public transport in leisure time: Modal distribution of trips in leisure time, Car + Bicycle + Public Transport (regular car & regular bicycle & regular Public Transport), in %.",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),5-9 years; multi-year,2011,2017,6,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vervclust_vt_autofietsov,,,,1042
df_c::19784,Antwerp,GIK / Stad in Cijfers (df_c),Mobiliteitscluster vrije tijd fiets en openbaar vervoer,"Mobility cluster leisure bicycle and public transport: Leisure travel, bicycle + public transport (regular bicycle & regular public transport & no regular car), in %.",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=amon_vervclust_vt_fietsov_p,,,,1043
df_c::19781,Antwerp,GIK / Stad in Cijfers (df_c),Mobiliteitscluster vrije tijd auto en fiets,"Mobility cluster leisure time car and bicycle: Travel during leisure time, Car + Bicycle (regular car & regular bicycle & no regular public transport), in %.",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=amon_vervclust_vt_autofiets_p,,,,1044
df_c::19782,Antwerp,GIK / Stad in Cijfers (df_c),Mobiliteitscluster vrije tijd auto en openbaar vervoer,"Mobility cluster leisure time car and public transport: Travel during leisure time, Car + Public Transport (regular car & regular Public Transport & no regular bicycle), in %.",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=amon_vervclust_vt_autoov_p,,,,1045
df_c::19783,Antwerp,GIK / Stad in Cijfers (df_c),"Mobiliteitscluster vrije tijd auto, fiets en openbaar vervoer","Mobility cluster leisure time car, bicycle and public transport: Travel during leisure time, Car + Bicycle + Public Transport (regular car & regular bicycle & regular Public Transport), in %.",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),10-19 years; multi-year,2010,2024,14,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=amon_vervclust_vt_autofietsov_p,,,,1046
df_c::4018,Antwerp,GIK / Stad in Cijfers (df_c),Exclusief openbaar vervoer vrije tijd,"Excluding public transport, leisure time: Modal distribution of trips during leisure time, excluding public transport (regular public transport & no regular bicycle & no regular car), in %.",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),5-9 years; multi-year,2011,2017,6,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vervclust_vt_exov,,,,1047
df_c::19857,Antwerp,GIK / Stad in Cijfers (df_c),Mobiliteitscluster vrije tijd exclusief openbaar vervoer,"Leisure mobility cluster excluding public transport: Travel during leisure time, excluding public transport (regular public transport & no regular bicycle & no regular car), in %.Three-yearly figures in which the stated year always also includes the results of the two previous years.",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),10-19 years; multi-year,2013,2024,11,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=m_amon_vervclust_vt_exov_p,,,,1048
df_c::19858,Antwerp,GIK / Stad in Cijfers (df_c),Mobiliteitscluster vrije tijd exclusief fiets,"Leisure time mobility cluster excluding bicycle: Leisure time travel, excluding bicycle (regular bicycle & no regular public transport & no regular car), in %.Three-yearly figures in which the stated year always also includes the results of the two previous years.",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),10-19 years; multi-year,2013,2024,11,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=m_amon_vervclust_vt_exfiets_p,,,,1049
df_c::19856,Antwerp,GIK / Stad in Cijfers (df_c),Mobiliteitscluster vrije tijd fiets en openbaar vervoer,"Mobility cluster leisure time bicycle and public transport: Travel during leisure time, bicycle + public transport (regular bicycle & regular public transport & no regular car), in %.Three-yearly figures in which the stated year always also includes the results of the two previous years.",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),10-19 years; multi-year,2013,2024,11,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=m_amon_vervclust_vt_fietsov_p,,,,1050
df_c::19853,Antwerp,GIK / Stad in Cijfers (df_c),Mobiliteitscluster vrije tijd auto en fiets,"Mobility cluster leisure time car and bicycle: Travel during leisure time, Car + Bicycle (regular car & regular bicycle & no regular public transport), in %.Three-yearly figures in which the stated year always also includes the results of the two previous years.",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),10-19 years; multi-year,2013,2024,11,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=m_amon_vervclust_vt_autofiets_p,,,,1051
df_c::19854,Antwerp,GIK / Stad in Cijfers (df_c),Mobiliteitscluster vrije tijd auto en openbaar vervoer,"Mobility cluster leisure time car and public transport: Travel during leisure time, Car + Public Transport (regular car & regular Public Transport & no regular bicycle), in %.Three-yearly figures in which the stated year always also includes the results of the two previous years.",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),10-19 years; multi-year,2013,2024,11,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=m_amon_vervclust_vt_autoov_p,,,,1052
df_c::19855,Antwerp,GIK / Stad in Cijfers (df_c),"Mobiliteitscluster vrije tijd auto, fiets en openbaar vervoer","Mobility cluster leisure time car, bicycle and public transport: Travel during leisure time, Car + Bicycle + Public Transport (regular car & regular bicycle & regular Public Transport), in %.Three-yearly figures in which the stated year always also includes the results of the two previous years.",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),10-19 years; multi-year,2013,2024,11,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=m_amon_vervclust_vt_autofietsov_p,,,,1053
df_c::19852,Antwerp,GIK / Stad in Cijfers (df_c),Mobiliteitscluster vrije tijd exclusief auto,"Mobility cluster leisure time excluding car: Travel during leisure time, excluding car (regular car & no regular bicycle & no regular public transport), in %.Three-yearly figures in which the stated year always also includes the results of the two previous years.",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),10-19 years; multi-year,2013,2024,11,source-system rule,HARVESTED,HARVESTED,https://stadincijfers.antwerpen.be/viewer?var=m_amon_vervclust_vt_exauto_p,,,,1054
df_c::20211,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de fiets tijdens vrije tijd (< 25j.),"Regularly cycling during free time (< 25 years): The share of respondents under the age of 25 who regularly, very often or always traveled by bicycle during their free time in the past month For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied at a small geographical level.Topics per year are also available. For 2017, this indicator shows the total results for 2015, 2016 and 201",Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2010,2017,7,source-system rule,TEXT,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=jm_mob_vrt_fiets_p,,,,1055
df_c::19547,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de fiets tijdens vrije tijd,"Regularly cycling during free time: The share of respondents who regularly, very often or always traveled by bicycle during their free time in the past month For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied at a small geographical level.Topics per year are also available. For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010,",Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2010,2017,7,source-system rule,TEXT,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=m_mob_vrt_fiets_p,,,,1056
df_c::20210,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig te voet tijdens vrije tijd (< 25j.),"Regularly on foot during free time (< 25 years): The share of respondents under the age of 25 who traveled regularly, very often or always on foot during their free time in the past month For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied at a small geographical level.Topics per year are also available. For 2017, this indicator shows the total results for 2015, 2016 and 2017 t",Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2010,2017,7,source-system rule,TEXT,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=jm_mob_vrt_tevoet_p,,,,1057
df_c::19546,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig te voet tijdens vrije tijd,"Regularly on foot during free time: The share of respondents who traveled regularly, very often or always on foot during their free time in the past month For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied at a small geographical level.Topics per year are also available. For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 201",Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2010,2017,7,source-system rule,TEXT,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=m_mob_vrt_tevoet_p,,,,1058
df_c::20212,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de motor/bromfiets tijdens vrije tijd (< 25j.),"Regularly using a motorcycle/moped during free time (< 25 years): The share of respondents under the age of 25 who regularly, very often or always traveled by motorcycle/moped during their free time in the past month For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied at a small geographical level.Topics per year are also available. For 2017, this indicator shows the total resu",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2010,2017,7,source-system rule,TEXT,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=jm_mob_vrt_motorbromfiets_p,,,,1059
df_c::19548,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de motor/bromfiets tijdens vrije tijd,"Regularly using a motorcycle/moped during free time: The share of respondents who regularly, very often or always traveled by motorcycle/moped during their free time in the past month For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied at a small geographical level.Topics per year are also available. For 2017, this indicator shows the total results for 2015, 2016 and 2017 toget",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),5-9 years; annual-or-finer,2010,2017,7,source-system rule,TEXT,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=m_mob_vrt_motorbromfiets_p,,,,1060
df_c::20215,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de auto (bestuurder) tijdens vrije tijd (< 25j.),"Regularly by car (driver) during free time (< 25 years): The share of respondents under the age of 25 who regularly, very often or always traveled by car (driver) during their free time in the past month For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied at a small geographical level.Topics per year are also available. For 2017, this indicator shows the total results for 2015,",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),5-9 years; annual-or-finer,2010,2017,7,source-system rule,TEXT,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=jm_mob_vrt_autobestuurder_p,,,,1061
df_c::19551,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de auto (bestuurder) tijdens vrije tijd,"Regularly by car (driver) during free time: The share of respondents who regularly, very often or always traveled by car (driver) during their free time in the past month For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied at a small geographical level.Topics per year are also available. For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 w",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),5-9 years; annual-or-finer,2010,2017,7,source-system rule,TEXT,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=m_mob_vrt_autobestuurder_p,,,,1062
df_c::20216,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de auto (passagier) tijdens vrije tijd (< 25j.),"Regularly by car (passenger) during free time (< 25 years): The share of respondents under the age of 25 who regularly, very often or always traveled by car (passenger) during their free time in the past month For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied at a small geographical level.Topics per year are also available. For 2017, this indicator shows the total results for",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),5-9 years; annual-or-finer,2010,2017,7,source-system rule,TEXT,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=jm_mob_vrt_autopassagier_p,,,,1063
df_c::19552,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de auto (passagier) tijdens vrije tijd,"Regularly by car (passenger) during free time: The share of respondents who regularly, very often or always traveled by car (passenger) during their free time in the past month For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied at a small geographical level.Topics per year are also available. For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By",Transport PA,Active travel behaviour,,Relevant proxy,,,Sub-city (district-zone),5-9 years; annual-or-finer,2010,2017,7,source-system rule,TEXT,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=m_mob_vrt_autopassagier_p,,,,1064
df_c::20214,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de trein tijdens vrije tijd (< 25j.),"Regularly by train during free time (< 25 years): The share of respondents under the age of 25 who regularly, very often or always traveled by train during their free time in the past month For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied at a small geographical level.Topics per year are also available. For 2017, this indicator shows the total results for 2015, 2016 and 2017",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2010,2017,7,source-system rule,TEXT,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=jm_mob_vrt_trein_p,,,,1065
df_c::19550,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de trein tijdens vrije tijd,"Regularly by train during free time: The share of respondents who regularly, very often or always traveled by train during their free time in the past month For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied at a small geographical level.Topics per year are also available. For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2010,2017,7,source-system rule,TEXT,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=m_mob_vrt_trein_p,,,,1066
df_c::20213,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de tram of bus tijdens vrije tijd (< 25j.),"Regularly taking the tram or bus during free time (< 25 years): The share of respondents under the age of 25 who regularly, very often or always traveled by tram or bus during their free time in the past month For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied at a small geographical level.Topics per year are also available. For 2017, this indicator shows the total results for",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2010,2017,7,source-system rule,TEXT,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=jm_mob_vrt_trambus_p,,,,1067
df_c::19549,Antwerp,GIK / Stad in Cijfers (df_c),Regelmatig met de tram of bus tijdens vrije tijd,"Regularly taking the tram or bus during free time: The share of respondents who regularly, very often or always traveled by tram or bus during their free time in the past month For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By 2012 we mean 2010, 2011 and 2012 together.The intention is that figures can be studied at a small geographical level.Topics per year are also available. For 2017, this indicator shows the total results for 2015, 2016 and 2017 together.By",Transport PA,Active travel behaviour,Mode share by transport type,Direct match,,,Sub-city (district-zone),5-9 years; annual-or-finer,2010,2017,7,source-system rule,TEXT,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=m_mob_vrt_trambus_p,,,,1068
df_c::4773,Antwerp,GIK / Stad in Cijfers (df_c),Verplaatsing vrije tijd: vaak met fiets_CLT_OG,Leisure travel: often by bicycle_CLT_OG: Response to question: SM_MO_VT_fiets,Transport PA,Active travel behaviour,Prevalence of walking / cycling for transport,Direct match,,,Sub-city (district-zone),10-19 years; annual-or-finer,2011,2023,12,source-system rule,HARVESTED,AUTHORED,https://stadincijfers.antwerpen.be/viewer?var=sm_mo_vt_fiets_clt_og,,,,1069
